DATE	PRECI	MINTEMP	MAXTEMP	AVETEMP	TDEWMIN	TDEWMAX	AVETDEW	MINRELHUM	MAXRELHUM	AVERELHUM	CLOUD	PRESSURE	AVEWINDD	AVEWINDS	EVAP	RADIATION	SUNTIME
2017-01-01	0	-4.6	5.5	-0.1	-5.3	-2.6	-4	50	92	77	3.1	1024.1	131	0.8	0	1	0.1
2017-01-02	0	-3.7	5	-0.2	-6	-2.3	-4.3	51	93	76.4	2.4	1023	323	1.3	0	1.1	0
2017-01-03	0	-6.1	9.9	0.1	-7.1	3.3	-1.9	48	93	78.8	3.8	1024.3	140	0.8	0	1.1	0.5
2017-01-04	0.2	-1.8	8.4	2.7	-2.1	5.6	2.4	72	97	93	6.1	1021.1	131	0.8	0	1	0.3
2017-01-05	20.6	5.7	10.5	8	5.8	8.9	7.9	86	97	95	6.9	1014.2	173	1.9	0	0.5	0
2017-01-06	46.4	6.3	9.6	8.1	3.8	7.1	5.6	69	97	88.9	6.9	1009.1	158	3.6	0	0.4	0
2017-01-07	59	1.2	6.9	4.5	-5.5	5	-0.8	55	96	81.4	6.5	1006.9	257	2.4	0	0.9	0
2017-01-08	0.2	-2.4	3.3	-0.1	-7.9	-2.1	-4	53	93	79	4.3	1008.2	296	2.1	0	1.6	1.9
2017-01-09	0	-6.1	4.7	-2	-9.7	-1.5	-7.7	32	83	66.3	4.1	1014.4	108	1.7	0	1.3	0
2017-01-10	17.6	-0.6	4.8	1.4	-1.3	3.3	0.5	53	97	87	6.6	1010.6	114	1.6	0	0.3	0
2017-01-11	24.6	-0.6	7.7	2.6	-0.7	3.6	1.8	69	97	90	5.9	1024.3	127	1.1	0	1.4	0
2017-01-12	13.6	2.1	7	5.1	-1	5.6	3.4	80	97	93	4.6	1021.9	7	1.2	0	0.5	0
2017-01-13	15	-1.1	9.5	2.8	-4.4	0.4	-2	36	96	75.2	0.8	1020.8	20	1.2	0	1.5	1.9
2017-01-14	0	-0.8	7.7	3.2	-1.7	5.3	2.8	74	92	86.6	6.6	1016.6	108	0.8	0	0.5	0
2017-01-15	3.2	5.5	9.8	7.1	5	7.4	6.1	80	96	91.8	6.9	1016.8	120	1.1	0	0.9	0
2017-01-16	17.2	5.8	10.9	7.6	6.2	7.5	6.7	79	96	92.8	7	1016	143	1.9	0	0.5	0
2017-01-17	29.4	5.8	9.1	7.3	5.1	7.4	5.9	78	97	93.3	7	1017.8	121	1.3	0	0.2	0
2017-01-18	44	4.8	13.1	7.1	2.4	5.7	4.1	50	88	87.1	2	1020.9	53	0.7	0	0.6	0.1
2017-01-19	0	1.4	10.1	4.8	0.9	6.8	4.1	79	97	92.5	5.6	1023.8	129	0.7	0	0.9	0.2
2017-01-20	5	1.1	10.5	5.5	-0.9	5.1	2.1	61	98	87.4	2.6	1023.5	317	1.4	0	1.8	1.7
2017-01-21	0	1	10.1	4.9	-2.8	1.3	-0.7	36	87	69.3	0	1023.2	318	2.1	0	1.8	2.3
2017-01-22	0	-2.6	10.7	3.4	-5.4	-0.6	-2.3	30	94	69.6	0.2	1026.1	82	1.2	0	1.9	2.3
2017-01-23	0	-3.1	12	2.6	-3.7	1.9	-0.6	44	95	77.9	1.1	1025.6	134	0.9	0	1.9	2.2
2017-01-24	0	2.2	8.9	5.4	0.7	4.7	2.5	65	92	81.3	6.1	1016.7	104	1.2	0	0.6	0
2017-01-25	16.4	5.5	9.6	7.2	3.3	6.6	5	59	97	85.2	5.4	1011.9	263	1.3	0	0.9	0
2017-01-26	3.2	1.1	6.5	4.4	-8.5	3.9	-0.9	56	96	84.4	3.9	1016.3	344	1.9	0	1.4	0
2017-01-27	0	-3	1.5	-0.7	-13.4	-8.4	-11.1	33	64	47.5	3.4	1021.3	345	3	0	2	2.4
2017-01-28	0	-4.9	5.5	-1.1	-11.9	-8	-9.8	30	72	52.9	0.4	1023.1	353	2	0	2	2.5
2017-01-29	0	-5.7	10.1	0.8	-8.4	-0.7	-3.7	39	86	63.3	2.5	1025.3	134	1.1	0	2	1.6
2017-01-30	0	0.5	7.2	3.1	-2.6	2.8	0.2	66	93	83.3	5	1020.9	92	0.7	0	1.2	0
2017-01-31	0	-0.9	9	2.8	-11	-2.1	-5.7	34	91	67	1.3	1022.4	314	1.6	0	2.2	2.4
2017-02-01	0	-4.2	10.4	2.6	-9.7	-5.4	-7.9	25	78	45	0.6	1027.8	328	1.6	0.2	2.3	2.6
2017-02-02	0	-4.8	13.7	2.8	-11.3	-3.3	-5.5	15	88	56.6	0.2	1031.3	142	0.9	0.2	2.2	2.4
2017-02-03	0	-2	8.1	2.4	-4	5.7	1.2	56	96	78.8	4.7	1029.4	137	0.6	0	0.6	0
2017-02-04	2	4.6	8.3	6.3	3.6	7	5.6	86	98	94.9	5.1	1024.6	117	0.6	0	0.7	0
2017-02-05	7.8	6.8	9.3	7.6	5.8	8.2	7.1	91	97	94.9	4.8	1020.7	130	0.8	0	0.3	0
2017-02-06	2	8	13.2	9.4	6.4	9.2	7.6	77	96	90.5	4.7	1020.6	130	1.3	0	1.1	0.1
2017-02-07	0	8.6	12.6	9.7	5.6	7.6	6.6	64	89	81.8	5.4	1016.8	122	2.2	0	0.9	0
2017-02-08	0.8	5.8	12.5	9.3	3	6.6	4.8	65	93	79.4	5.3	1012.7	294	1.5	0	2.3	1.5
2017-02-09	0	2	15.5	8.5	1.3	6.4	3.8	46	96	75.6	3.2	1018.7	128	1.1	0	2.5	2.4
2017-02-10	0	2	15.1	7	1.4	7.4	4.7	45	97	85	4.8	1019.7	139	0.8	0	0.5	0.7
2017-02-11	6.6	4.5	13.6	8.3	1.6	7.3	5	59	98	87.4	3.3	1017	296	1	0	2.2	1.1
2017-02-12	0	2	12	6.6	-8.2	1.9	-2	37	92	67.3	1.1	1019.1	4	2.3	0.2	3.2	2.7
2017-02-13	0.2	0.1	7.9	3.9	-11	-7.6	-9.7	25	56	41.3	1.5	1019.4	10	2.5	0.2	3.4	2.6
2017-02-14	0	-0.9	7.7	2.8	-12.6	-10.3	-11.5	22	45	34.6	2.1	1021.9	17	2	0.1	2.8	2.7
2017-02-15	0	-2.1	9	3	-12.8	-6.2	-9.6	25	56	39	1.4	1023.1	350	2.3	0.4	3.6	3
2017-02-16	0	-0.6	9.1	3.1	-11.6	-7.3	-9.8	24	53	37.9	0	1025.6	352	2.2	0.3	3.7	2.9
2017-02-17	0	-0.1	16.3	5.1	-9.4	-2.7	-6.3	17	58	42.2	0.5	1025.2	331	1.6	0.3	3.3	3.9
2017-02-18	0	-0.9	10.7	4.8	-3	3.8	1.7	49	87	72.3	4.8	1026.9	132	1.2	0	1.5	0.1
2017-02-19	1.2	2.9	12.9	7.5	2.2	5.3	3.7	50	97	77.7	5.3	1027.5	136	1.4	0	2.1	0
2017-02-20	0	3.1	13.7	7.1	2.3	5.6	4.2	54	95	81.5	5.3	1023.6	137	1.1	0	2.4	0.9
2017-02-21	0	3.3	13.1	7.4	2.5	7.9	5.2	58	96	84.6	5.7	1018.7	127	1.1	0	1.9	0.2
2017-02-22	1.2	2.2	15.1	8.6	0	6.2	2.9	39	97	76.5	2.6	1019.2	18	1.2	0.3	3.7	3.4
2017-02-23	0	-0.3	16.1	7.5	-2.4	3	1.1	26	96	67.7	1.7	1021.9	138	1.1	0.5	3.4	3.5
2017-02-24	0	3.2	12.2	7.4	2.3	7.6	5.7	68	95	83.6	6.1	1023.2	138	1.2	0	1.1	0.1
2017-02-25	0.2	7.2	10.6	9.3	2.9	7.7	6.3	80	92	85.9	6.1	1024.3	117	1.2	0	0.4	0
2017-02-26	0.1	1.4	16.9	7.9	1.4	6.9	4.5	48	97	79.6	3.1	1022.2	138	0.9	0	3.3	3.9
2017-02-27	0.3	5.5	14.2	9.2	4.6	9.7	7.1	68	95	85.6	6.5	1017.1	189	0.9	0	1.5	0
2017-02-28	0.7	4.1	18.4	9.8	-1.2	7.3	3.5	28	97	76.1	3.9	1015.4	147	0.8	0.2	2.7	0.3
2017-03-01	0	2.2	19.1	9.8	0.3	4	2.5	33	94	64.3	1.8	1014.5	136	1.2	0.6	3.4	3.8
2017-03-02	10	4.4	11.8	7.1	2.6	7.5	4.4	55	97	83.8	5.8	1011.7	293	1.3	0	1.7	0.4
2017-03-03	15.1	5.4	16.9	9.2	3.2	7.4	5.2	42	95	75.3	2.1	1015.3	323	2.1	0.5	3.7	2.1
2017-03-04	0	4.9	19.2	11.3	0	6.7	3.8	34	94	67.9	0	1018.8	315	1.4	0.9	4.5	4.2
2017-03-05	0	1	19.4	10.5	0	7.6	3.7	28	93	61.5	0.4	1020.5	137	1.2	0.9	4.6	5.2
2017-03-06	0	2.3	17.1	9.3	1.3	6.6	3.4	39	97	73.6	2.4	1017.4	133	1.2	0.8	4.1	4.4
2017-03-07	0	1.7	16.3	8.6	-1.2	7.9	4.2	33	94	71	3.4	1012.7	137	1.6	0.8	4.4	4.9
2017-03-08	14.8	5	13	8.9	3.5	8	6.3	56	97	86.1	6.8	1010.4	111	2.4	0.4	0.9	0.2
2017-03-09	41.2	5.7	9.5	7.4	5.5	6.7	6.2	75	96	91.2	7	1009.5	110	1.9	0	0.5	0
2017-03-10	20.7	6.6	10.6	7.8	4	6.8	5.5	65	95	87.5	6.8	1004.3	123	1.7	0	1.3	0
2017-03-11	13.8	5.8	11.2	8	5.1	7.2	6.1	70	96	87.3	6.7	1000.3	130	1.3	0	1.4	0
2017-03-12	6.2	5.4	12.8	7.9	4.5	6.7	5.6	58	96	84.7	6.7	1003.4	187	1.2	0	2.3	0.1
2017-03-13	3.8	6	13.4	8.7	-0.1	5.2	3.3	45	94	76.8	4.1	1014.2	301	1.5	0.7	3.6	3.3
2017-03-14	0	1.9	10.9	6.3	-1	2.5	0.7	49	90	69.4	2.9	1017.8	324	1.6	0.5	2.9	1.8
2017-03-15	0	1.3	13.1	6.3	-2.2	1.1	-0.7	42	85	63.7	2	1017.3	21	2.1	1	4.8	4.9
2017-03-16	0	2.9	11.4	6.6	-3.3	0	-2.1	38	81	56.5	2.8	1014.4	2	1.6	0.6	2.2	1
2017-03-17	0	-0.6	12.7	6.2	-5.5	1.4	-2.3	26	89	59.8	2.8	1013.6	323	1.8	0.9	5.3	5.4
2017-03-18	0	-0.2	12.9	5.8	-5.6	-2.3	-4.2	30	77	51.7	1.4	1015	311	2.3	1.1	5.5	5.4
2017-03-19	0	-1.8	15.4	6.7	-3.2	6.2	1.7	29	90	63.8	4.8	1013.9	136	1.2	0.7	3.2	1.9
2017-03-20	0	2.1	20.5	10.7	1.1	5.3	3.5	28	96	68	2.2	1014	8	1.1	1.1	5.3	6.4
2017-03-21	0	4.1	21.5	12.3	2	8.7	4.8	26	94	63.8	2.4	1013.6	133	1.2	1.3	5.2	6.5
2017-03-22	0	6.1	17.8	11.6	4.1	8.9	6.9	52	88	70.4	4.5	1011.8	78	0.9	0.6	2.5	0.2
2017-03-23	0	8.7	21.3	14	-1.7	7.8	4.4	24	88	62.8	0	1013.5	324	1.6	1.4	5.6	6.6
2017-03-24	0	8.4	22.8	15.2	-3.3	3.2	0.2	21	84	40.8	0.6	1016	322	1.5	2.6	5.8	6.5
2017-03-25	0	4.1	24.5	13.6	-3.5	6.7	2.9	15	85	50	0.5	1016.5	147	1.1	1.9	5.7	7.4
2017-03-26	0	4.2	22.4	12.7	2.7	10	6.3	23	93	66.8	0.8	1014	148	1.3	1.5	5.5	7.2
2017-03-27	0	8.7	18	12.5	6	9.3	7.5	49	91	73.8	4.2	1014.5	175	1.3	0.9	2.4	0.2
2017-03-28	1.5	6.2	19.6	11.8	3.9	7.7	5.6	36	91	71.5	2.2	1015.5	142	1.6	1	5.2	6
2017-03-29	0	5.5	19.6	12.1	4.6	7.6	6	40	94	69	2.7	1016.5	146	1.3	1.2	5	5.9
2017-03-30	0	9	18.1	12.4	6.1	8.5	7.2	45	86	70.9	5.8	1013.5	338	1.4	0.8	2.7	0.4
2017-03-31	1.5	6.9	19.8	11	3.7	9.3	7	33	95	77.8	5.3	1013	103	1	0.6	3.3	3.2
2017-04-01	2.3	8.8	17.4	11.2	4.5	10	7.3	50	95	78	5.5	1015.3	324	1.2	0.6	2.7	2.1
2017-04-02	8.4	5.5	22.1	12.4	2.7	9.4	6.7	26	98	74.8	1.7	1018.1	109	1.2	0.9	5.6	5.9
2017-04-03	0	4.3	22.7	13	1.5	9.5	4.3	21	97	66.1	0.1	1019.3	145	1.2	1.7	6.1	8.2
2017-04-04	0	5.3	19.6	12	3.5	8.7	6.1	38	90	66.6	4.2	1020.6	145	1.2	1.3	4	2.6
2017-04-05	0	6.9	21.1	13.3	1.4	6.6	3.9	27	91	63.5	3	1015	136	1.3	1.8	5	5.6
2017-04-06	0	6.6	21.2	13.3	3	6.4	4.9	30	85	56.8	2.5	1009.6	115	1.4	1.8	5.7	7
2017-04-07	0	5.6	17.7	12.1	3.3	9.8	6.1	38	90	66.2	3.5	1012.1	119	1.2	1.3	3.5	3.6
2017-04-08	5.8	7.5	15.1	10.7	-2.3	7.9	2.7	30	95	68.9	3.8	1014	314	1.6	1.2	5.6	5.7
2017-04-09	0	3.8	16	9.7	-3.8	0.8	-1.4	29	75	52.4	0.5	1019.6	24	2	1.8	7	8.8
2017-04-10	0	6.7	18.8	12.1	-3.8	-0.3	-2	25	53	37.6	2.3	1017.9	312	1.8	2.8	6.4	7.7
2017-04-11	0	2.2	21.2	11.5	-2.5	5.2	1.3	23	81	48.5	5	1015.3	146	1.2	1.9	6.1	8.6
2017-04-12	0.9	9.3	14.9	11.6	4.1	9.4	6.6	57	90	70	5.5	1012.3	312	1.6	1.3	2.7	0.1
2017-04-13	0.4	9.9	19.8	13.1	6	10.9	8.1	43	90	70.3	5	1006.3	286	1.6	1.3	3.6	1.6
2017-04-14	3.3	10.6	22.5	15.1	-3.2	10.2	5.5	13	92	64.9	2.2	1009.2	351	1.9	1.9	6.9	8.6
2017-04-15	0	7.1	23.3	15	1.6	6.9	5.3	22	91	58.2	1.8	1014.5	146	1.1	1.6	4.9	5.7
2017-04-16	0	6	20.7	13.4	4.7	9	6.9	38	94	66	1.8	1015	141	1.8	2.1	6.2	7.9
2017-04-17	0	10.2	16	12.6	6.8	9.6	8.2	56	86	73.7	6	1013.2	125	2	1.5	2	0.3
2017-04-18	18.5	8.1	18.3	12.3	5.4	10.2	7.8	48	97	79.6	4.2	1014.2	172	1.5	1	4.1	2.1
2017-04-19	0	4.3	18.9	12	4	9.5	7.5	42	96	72.8	2.5	1017.5	138	1.8	1.5	6.2	7.4
2017-04-20	0	10.8	18.2	13.2	7.1	10.3	9.3	50	95	77	6.5	1016.5	119	2.1	1	3	1.2
2017-04-21	5	8.9	16.3	11.7	5.6	10.8	8	53	96	83.6	6.1	1016	298	1.3	0.8	1.9	0.2
2017-04-22	1.9	6.5	15.2	9.7	2	7.9	5.8	55	94	79.5	6.2	1012.3	306	2	0.8	3	0.7
2017-04-23	14	2.8	13.1	7.7	-0.9	1.2	0.3	38	95	67.2	1.5	1016	324	2.1	1.3	6.1	7.1
2017-04-24	0	4.9	18.8	10.9	0.1	5.6	3	27	84	58.3	0.5	1019.7	309	2.2	1.8	7.2	10.2
2017-04-25	0	6	21.1	13.6	2.6	5.9	4.2	30	82	54.5	1.4	1019.4	171	1.8	2.4	7	10.1
2017-04-26	0	5.3	23.9	14.6	-0.7	7.5	4.8	19	93	57.5	0.2	1017.7	153	1.3	2.2	7.2	10.2
2017-04-27	0	9.3	26.4	17.8	-0.7	7.8	4.9	14	83	48.3	0.3	1015	297	1.6	3	7.1	10.3
2017-04-28	0	8.3	28	18.7	-4	7.7	4.4	11	85	45	0	1014.1	177	1.2	3.1	7.2	10.2
2017-04-29	0	8.3	27.5	18.1	2.2	8.1	5.5	18	88	51.3	1.2	1013	142	1.2	2.8	7	10.3
2017-04-30	0	8.2	25.6	16.3	-3.1	7	2.7	16	82	48.8	4.5	1010.2	145	1.3	2.9	5.9	6.6
2017-05-01	0	10.6	26.6	18.2	2.8	12.5	6.3	24	85	46.3	3.8	1007.5	150	1.1	3	5.1	6.1
2017-05-02	1.4	10.7	25.3	17.3	6.7	14.6	10.2	33	88	60	3.9	1011.4	104	1	2.4	3.9	4.5
2017-05-03	1.4	10.3	26	17	9.5	13.4	11.2	34	96	72.8	3.2	1012.7	303	0.9	2	4.4	5.3
2017-05-04	0	13.4	25.9	17.3	9.6	16.6	12.1	33	94	72.9	3.7	1013	349	1.3	2.7	4.6	5.7
2017-05-05	10.3	9.6	26.1	17.1	8.5	14.4	11.5	35	97	73	1.7	1013.8	152	1	2.1	5.5	7.5
2017-05-06	0.4	9.7	24.6	17.1	7	12.6	9.5	34	97	69.3	1.4	1011.6	165	1.4	2.4	6.1	7.3
2017-05-07	0	8.8	24.8	16.4	2.8	8.5	6.9	30	87	57.2	1.9	1010.7	165	1.3	2.7	6.1	7.6
2017-05-08	0	9.7	19.9	15.4	7.2	13.8	9.9	50	88	69.3	5.7	1010.5	130	1	2.1	2	1.4
2017-05-09	0	15.9	23.7	18.5	6.6	13.6	9.7	39	71	53.5	6.3	1007.6	141	2.3	3	3	1.1
2017-05-10	0	11.8	24.8	18.2	5.1	12.6	9.4	25	96	65	1.3	1008.5	306	1.7	3.1	7.3	10.5
2017-05-11	0	11.7	25.5	18.2	1.8	11	7.8	23	84	56.5	0.6	1013.3	307	2.4	3.6	7.5	10.6
2017-05-12	0	11.7	29.2	20.5	3.6	11	7.9	20	71	45	1.9	1016.2	313	1.9	3.7	6.5	9.3
2017-05-13	0	13.5	33.3	22.7	4.6	10.2	8.2	15	79	47.1	2.3	1014.2	135	1	3.3	6.2	7
2017-05-14	0	13.6	32	22.7	5.8	12.1	9.1	19	79	46	1.3	1011.7	288	1.4	3.9	5.8	9.5
2017-05-15	0	16.4	28.3	22.1	4.5	12	6.9	21	71	42.3	1	1013.2	7	1.9	3.6	7.5	10.5
2017-05-16	0	15.9	28.6	21.6	4.1	9.7	7.3	23	53	39.7	2.6	1012.4	163	2.2	4.3	7.2	10.1
2017-05-17	0	15.5	23.7	19.2	8.5	11.2	9.7	38	73	54.5	5.4	1010.2	131	1.6	3.2	4.6	3.1
2017-05-18	5.5	13.1	21.3	16	9.4	12.6	11.3	50	94	74.5	5.4	1008.8	304	1.5	2.5	3.5	0.8
2017-05-19	0.6	11.7	19.3	14.3	8.9	13.6	11.1	62	94	82.6	4.6	1008.2	319	1	2.3	2.8	2.2
2017-05-20	4	9.3	21.4	14.8	1.4	9.4	5.2	24	94	67	2	1010.9	326	2.2	2	7.3	9.5
2017-05-21	0	6.5	23.9	16.1	2.8	12	7.9	25	88	53.5	2.8	1009.3	146	1.7	3	7.2	10.1
2017-05-22	0	10.4	20.8	15.1	3.9	12.6	9.5	39	95	75.4	4.1	1007.6	81	1.1	2.4	4.5	4.2
2017-05-23	9.2	11.2	24.6	17.4	3.4	7.7	5.8	27	88	51.2	0.6	1012	349	1.5	3.2	6.7	8.1
2017-05-24	0	9.2	26.6	18.7	-0.7	8	5.4	18	86	46.6	1.5	1013.8	153	1.4	3.1	7.6	11.3
2017-05-25	0	8	25.9	17.4	4.3	10	7.4	28	84	52	2.3	1013.6	152	1.5	3.2	7.2	10.5
2017-05-26	0	9.7	25.3	17.4	5.1	11.4	8	27	93	60	2.5	1011.7	152	1.5	3.1	6.9	9.3
2017-05-27	0	10.2	21.7	15.8	7.4	11.1	9.4	37	89	64.2	5.1	1011.2	154	1.2	2.6	4.1	2.5
2017-05-28	0.2	11.3	23.2	15.9	5.2	13.6	10	31	89	70.6	5.1	1011.5	320	1.2	2.1	3.7	3.3
2017-05-29	1	11.4	23.5	16	7.3	13.6	10.4	35	94	71.7	5.2	1012.4	129	1.5	2.9	4.7	3.3
2017-05-30	4.1	10.4	19.4	14.3	9.9	12.7	11	58	96	82.3	4.9	1016.3	155	1.1	2	3	0.7
2017-05-31	0.4	11.6	25	17.2	7.5	12	10.3	32	93	68.8	1.2	1017.4	312	1.8	3	6.5	9
2017-06-01	0	13.9	28.4	20.5	7.8	12.8	10.3	27	75	54.8	0.9	1015.6	329	2.7	3.5	6.2	7.8
2017-06-02	0	17.5	31.8	23.6	10.6	14.8	12.8	27	68	50.4	0.8	1013.5	323	1.9	3.8	7.2	10.2
2017-06-03	0	15.1	31.6	23.9	11.3	15.5	13.6	30	88	54.8	3.3	1011.5	134	1.3	3.6	6.8	9.8
2017-06-04	0	16.7	30.1	23.1	7.5	15.7	13	24	88	59.6	4.4	1010	110	1.4	3.5	6.3	6.7
2017-06-05	0	14.2	28.7	20.3	5.4	17.2	12.6	23	96	62	3.4	1010.3	156	1.3	3.1	5.6	7.5
2017-06-06	7.2	12.8	29.4	19.9	12	15.9	13.8	35	98	74.4	1	1011.2	137	1	3.2	6.6	8.7
2017-06-07	0	14.8	31.6	22.9	11.6	16.3	14.2	28	93	62.7	0.7	1011.7	142	1.2	3.5	6.9	10.9
2017-06-08	0.3	17.6	30.8	22.7	10.5	17.6	14.9	28	88	63.4	5.8	1009.3	295	1.3	3	3.7	1.8
2017-06-09	0	17.6	28.8	22.8	9.5	13.9	11.9	31	75	54.8	1.2	1008.1	311	2.2	4.1	7.1	10.1
2017-06-10	0	14.7	27.6	21.6	7.1	11.8	10.3	30	76	51	0	1010.4	323	2.2	3.9	7.7	11.3
2017-06-11	0	15.7	31.1	22.1	10.2	14	12.4	29	75	54.7	2.4	1008.2	279	1.9	3.3	6.5	9
2017-06-12	0	17.5	29.6	23	8.4	14.3	11.9	28	78	55.8	4	1007.2	202	1.5	3.6	6.5	7.7
2017-06-13	0	15.5	28.8	21.3	9.7	13.8	11.5	33	88	52.7	4.7	1007.8	302	1.4	2.7	3.5	4
2017-06-14	0.6	12.6	30.3	20.4	5.9	15	10.9	21	91	63.3	0.4	1008.8	352	2	3.4	7.6	11.2
2017-06-15	0	17.6	32.2	24.9	8.1	12.9	11.2	23	66	43	1.5	1010.9	317	1.8	4.4	6.9	9.3
2017-06-16	0	20.2	31	24.7	12.2	14.9	13.6	30	61	49.4	1.4	1010.5	328	1.5	3.2	5.3	5.9
2017-06-17	0	19.1	31	24.4	8.5	14.3	11.6	24	74	51.5	2	1006.8	304	1.7	4	7.3	10.7
2017-06-18	0	15.5	28.8	21.7	9.1	14.5	12.2	35	72	52.5	3.6	1006	299	1.4	3	3.6	3.1
2017-06-19	0	14.6	24.8	19.6	5.4	13.5	9.3	28	89	60.5	1.3	1007.8	315	2.4	3.6	7.6	10.1
2017-06-20	0	12.7	25.8	19.2	6.7	9	7.8	33	75	49	0.8	1009.7	356	2.2	3.6	7.1	9.2
2017-06-21	0	15.9	29.1	21.9	6.5	9.8	7.7	24	57	41.3	2.5	1009.1	18	1.6	3.5	5.6	6
2017-06-22	0	16.2	32	24.3	4.6	10.2	7.5	18	59	36.7	0.5	1011.3	357	1.3	3.8	7.4	9.7
2017-06-23	0	20.7	33.1	26.6	4.8	12.1	8.2	18	54	34.2	0.4	1011.5	323	1.9	4.8	7.1	10.3
2017-06-24	0	20.8	35.3	27.5	5.1	13.8	10.5	15	54	34.9	0	1009.9	347	1.6	4.2	7.3	10.2
2017-06-25	0	22.6	35.6	28.6	6.5	13.7	11.3	18	52	35.7	0.8	1008.5	315	1.6	4.4	7	9.7
2017-06-26	0	18.9	36.5	28.1	6	13.4	10.3	14	69	38.3	0	1006.8	228	1.5	4.3	7.4	10.6
2017-06-27	0	15.9	36.7	26.8	5.7	14.6	10.2	15	69	38.8	0.1	1007.1	262	1.4	4.4	7.5	10.8
2017-06-28	0	22.5	36.9	28.9	5.1	13.9	10.8	14	52	35.8	0.1	1006.5	305	1.9	5.1	7.5	10.5
2017-06-29	0	22.8	38.8	30.4	4.4	13.3	10.3	12	53	32.8	0.4	1008.3	332	1.9	5.3	7.4	10.6
2017-06-30	0	24.8	40.5	31.9	2.9	14.4	10	11	48	30.4	1.9	1008.5	315	2.2	6.1	6.4	10.2
2017-07-01	0	25.4	41.7	33.9	4.5	10.3	7.7	11	35	22.5	0.2	1004.3	2	1.8	6	7.6	10.8
2017-07-02	0	21.6	41.6	33.1	8.1	14	10.8	13	51	25.9	0.5	1002.6	145	1.4	4.9	7.4	10.7
2017-07-03	0	20.2	40.5	30.2	3.1	16.1	10.6	11	65	35.9	0.6	1002.3	190	1.4	4.7	7.1	10.3
2017-07-04	0	21.3	34.5	27.8	2.7	13.9	10.5	23	48	34.1	1.3	1004.2	300	2.3	5.2	6.7	10.5
2017-07-05	0	22	35.1	27.5	12.6	16.5	13.9	28	57	44.3	1.2	1005.9	321	2.1	4.7	6.9	9.6
2017-07-06	0	21.2	35.8	27.7	9.8	15.2	13.5	20	62	45.1	1.7	1006.4	309	2.3	4.8	6.9	9.5
2017-07-07	0	21.6	35.2	28.1	-0.9	14.3	7	11	59	36.7	0.2	1006.3	13	2.3	4.9	6.6	9.7
2017-07-08	0	21.9	35.6	28.4	4.1	8.6	6.9	15	41	26.5	0.9	1006	329	2.1	5.4	7.1	10.4
2017-07-09	0	22.7	36.4	28.8	4.5	9.6	7.4	15	37	26.6	0.8	1007.1	296	1.7	4.7	7.6	10.6
2017-07-10	0	22.6	37.9	29.7	5.5	11.5	9.1	15	44	28.3	1.5	1008.4	263	1.7	4.7	7.4	10.8
2017-07-11	0	20.1	38.8	29.3	8.8	15.3	12.1	16	57	35.8	1.5	1009	281	1.4	4.4	6.2	9.6
2017-07-12	0	23.9	38.8	30.8	5.9	14.4	10	14	52	34.5	0.8	1005.9	310	2	5.1	5.9	9.6
2017-07-13	0	23.9	39.3	30.9	0.9	7.8	4.9	11	31	21.8	0.5	1001.5	316	2.1	5.5	5.5	9.7
2017-07-14	0	26.3	39	32	6.3	11.4	8	14	30	22	1.3	1001.2	131	1.8	5.5	6.4	10.3
2017-07-15	0	20.4	37.7	28.8	8.4	14.8	12.1	17	60	37	1.3	1002.7	303	1.3	3.7	4	5.8
2017-07-16	0	22.8	36.4	29.4	5.7	15.2	11.5	11	62	37	0.5	1004	120	1.7	4.1	6.2	9.6
2017-07-17	0	16.8	33	25.8	8.3	15.8	12.3	25	70	43.9	2.2	1006.8	144	1.7	3.6	4.8	9.2
2017-07-18	0	18.7	31.9	25.2	6.4	15.7	12.9	20	75	48.5	3.1	1008.7	309	1.6	3.3	3.4	5.5
2017-07-19	0	18.4	33.6	25	13.6	15.6	14.3	31	77	54.9	1.3	1007.1	310	2.1	3.6	6.1	7.8
2017-07-20	0	21.8	35.2	27.7	12.1	14.7	13.6	27	61	43.7	2	1003.8	304	2.1	3.8	3.5	5.4
2017-07-21	0	22.2	36.6	27.6	13.5	20	15.7	25	79	49.2	2.3	1004.6	323	2	3.7	5.5	7.2
2017-07-22	0.4	22.9	36.5	28.4	12.5	16.4	14.9	24	65	47.5	1.7	1007	322	1.9	4	6.2	8.3
2017-07-23	0	23.4	37.7	29.8	2.8	15.8	9.8	13	60	39.4	0.3	1006.4	304	2.2	5.2	7.3	10.4
2017-07-24	0	24	38.2	30.6	3.7	11	7.7	13	37	24.1	0.5	1003.1	315	1.8	5.2	7	9.8
2017-07-25	0	19.7	38.6	29.7	2.6	11	8.7	12	50	28	0.8	1003	136	1.5	4	5.9	9.5
2017-07-26	0	19.3	36.7	28.4	7.7	12.7	10.4	20	56	34.5	0.2	1004.1	149	1.6	4.3	5.4	9.2
2017-07-27	0	18.4	30.7	25	10.4	16.9	14.3	27	74	49.9	2.1	1005	161	1.8	3.8	6.8	8.9
2017-07-28	0	17.5	30.3	23.3	9.1	16.6	12.2	26	90	58	1.9	1008.8	309	1.6	3.5	6.6	8.5
2017-07-29	0	17.4	33.4	25.1	6	12	9.8	17	67	43	0.3	1010.6	309	2	3.7	6.1	8.4
