DATE	PRECI	MINTEMP	MAXTEMP	AVETEMP	TDEWMIN	TDEWMAX	AVETDEW	MINRELHUM	MAXRELHUM	AVERELHUM	CLOUD	PRESSURE	AVEWINDD	AVEWINDS	EVAP	RADIATION	SUNTIME
2009-01-01	0	-3.6	7.3	1.1	-10.8	-4.4	-6.9	39	69	50.2	0	1025.7	316	1.9	NA	2.1	3.2
2009-01-02	0	-4.9	7.4	0.4	-5.3	4.2	-0.7	62	96	81.4	4.7	1025.3	126	0.8	NA	1	0.2
2009-01-03	13	4.3	8.4	6.2	4.4	8.2	6.6	77	99	96	7	1020.2	120	1	NA	0.3	0
2009-01-04	22.6	6.8	9.9	7.8	6.7	9.3	7.9	99	99	99	7	1016.3	117	1.2	NA	1	0.6
2009-01-05	27	7.2	12.1	8.7	7.1	10	8.4	86	99	98.3	7	1014.2	116	1.1	NA	1.1	0.5
2009-01-06	25.8	5.3	11.2	7.8	4.8	10.8	6.8	94	99	98.8	6.9	1011.1	24	1.7	NA	0.6	0.1
2009-01-07	32	4	9.4	6.1	2.5	6.6	5.1	82	99	95.9	2	1017.6	306	1.7	NA	2.2	3.2
2009-01-08	0.2	1.5	8.8	4.4	0.9	5.5	3.1	75	99	94	2.2	1023.6	324	1.7	NA	2.3	3
2009-01-09	0	0.9	11.7	5.1	1.1	4.8	2.9	61	99	86.5	3.5	1026.3	252	1.2	NA	2	3
2009-01-10	0	0.9	13.2	5.3	1.1	6	3.2	52	99	87.4	5.1	1024.4	146	0.9	NA	1.6	1.4
2009-01-11	0.2	1.6	8.3	4.8	-2.4	4.2	1	65	99	85.4	0	1025.6	313	2.2	NA	2.4	3.2
2009-01-12	0	-1.4	12.3	3.7	-1.9	5.1	1.4	59	98	81	4.3	1031.3	156	0.9	NA	1.5	1.2
2009-01-13	0	-2.4	12.9	3.2	-2.4	4.5	0.3	41	99	85.1	2.7	1032.2	139	0.9	NA	2	3
2009-01-14	0.2	0.8	11.2	7.2	-8.4	7.2	0.1	25	97	68.8	5.8	1026.6	111	1.4	NA	0.7	0
2009-01-15	0.2	3.9	15.3	9.7	2.6	7.4	4.5	25	93	62.7	3.5	1024.6	121	1.6	NA	2.3	3.2
2009-01-16	0.2	6.7	10.2	8.8	-0.9	9	6.2	46	99	85.5	6.8	1017.9	108	1.9	NA	0.1	0
2009-01-17	36.2	4.6	11.7	7.5	1.8	9.4	5.2	69	99	92.7	3.1	1018.8	313	1.3	NA	2.3	2.6
2009-01-18	0	-0.9	9.8	4	-2	3.9	0.7	56	99	84.4	1.2	1022.9	322	2.1	NA	2.6	3.5
2009-01-19	0	-0.2	11.9	4.6	-0.3	7.1	3.1	56	99	83.8	4.6	1020.2	133	0.9	NA	1.5	0.8
2009-01-20	0.2	-1.5	13.6	5.2	-1.5	7.1	3.5	58	99	87.4	4.8	1020.2	131	0.9	NA	1.6	0.5
2009-01-21	0	6.6	12.5	9.1	4.4	8.7	7.2	66	99	87.2	6.2	1020.4	117	1.5	NA	1.3	0.3
2009-01-22	0	7.1	15.2	10.7	4.8	8.3	6.4	50	95	77.5	1.6	1018.1	120	2	NA	2.6	4
2009-01-23	0	7.2	14	10.3	-0.9	9.3	5.5	32	99	72.9	6.8	1004.3	150	3.4	NA	0.7	0.2
2009-01-24	37	6.9	10	8.6	6.9	9	8.2	88	99	97.5	7	1002.1	144	2.5	NA	0.9	0.2
2009-01-25	9.4	7.4	12	10	7.2	11.6	9.8	99	99	99	6.9	1004.4	137	2.2	NA	0.4	0
2009-01-26	46	5.6	13	8.5	5.5	10	7.7	76	99	96.5	6.5	1011.4	128	1.7	NA	1.7	1.8
2009-01-27	5.6	5.2	13.1	8.4	5.4	10.1	7.7	67	99	92.5	6.2	1017.9	128	1.4	NA	1.6	1
2009-01-28	0	6.9	10.5	9.1	3.1	8.8	7.1	76	99	93.7	7	1008.9	99	2.3	NA	0.2	0
2009-01-29	41	2	9	5.6	2.1	6.7	4.5	83	99	95	7	1007.8	111	1.2	NA	1.1	0.2
2009-01-30	11.2	2.1	10.1	4.9	2	7.3	4.2	74	99	95	6.8	1008.2	87	0.8	NA	1.4	0.5
2009-01-31	0.2	0.1	10.7	5.1	-0.3	5.1	2.6	44	99	85.4	3.4	1010.9	41	1.1	NA	2.3	3.6
2009-02-01	0	0.3	11.6	5.3	0.1	4.2	2.3	47	99	82.9	3.6	1017.4	103	1	NA	2.4	3.8
2009-02-02	2.6	3.4	11	6.7	3.9	7.6	5.9	74	99	89.5	6.4	1022.5	113	1	NA	1.4	0.9
2009-02-03	0.2	8.9	14.3	10.7	6.9	9.8	8.7	71	94	84.1	6.8	1023.9	116	1.7	NA	1.5	0.2
2009-02-04	0	8.5	14.6	10.9	3.2	7.8	4.8	49	97	71.8	4.4	1018.1	138	3	NA	2.5	3.2
2009-02-05	0.4	6.5	10.7	9.6	4.5	9.8	7.7	68	99	89.3	6.6	1014.7	110	1.5	NA	0.4	0
2009-02-06	8.4	2.1	12.7	6.6	2	9.3	6.3	78	99	95.3	5.7	1015.3	136	1	NA	1.6	0.7
2009-02-07	2	7.1	14.3	9.9	7	10.6	9.5	75	99	93.9	6.9	1013.4	123	1.6	NA	1.6	0.5
2009-02-08	8	9.1	12.3	10.5	6.7	10.8	9.5	72	99	95.2	7	1010.4	145	2.3	NA	0.4	0
2009-02-09	45.4	4.8	12.4	8.9	3.7	10.6	7	69	99	96	7	1005.7	174	2.4	NA	0.4	0
2009-02-10	44.2	3.3	8.9	5.7	1.7	5.2	3.7	70	99	91	5.8	1010.6	334	1.5	NA	2	1.7
2009-02-11	0	0.3	8.8	4.6	0.4	8.9	4.7	74	99	90.9	6	1013.1	115	1.1	NA	1	0
2009-02-12	8.6	7.3	12.3	9.4	4	9.5	7	57	99	86.1	6.2	1009.1	189	3	NA	2.6	3.5
2009-02-13	51.6	6.1	10.1	7.9	6.3	8.8	7.5	86	99	97.7	6.9	1007.5	178	3	NA	0.8	0
2009-02-14	46.2	3.7	9.6	6.9	2.3	6.8	4.7	72	99	93.1	6.9	1004.2	176	2.6	NA	1.6	1.3
2009-02-15	18.4	0.8	8	3.5	-1.3	3.1	1.2	50	99	90.4	5.5	1009.4	283	1.5	NA	2.4	2.2
2009-02-16	0	-0.4	8.4	2.8	-4	2.1	-1	36	99	84.4	3.5	1014.8	317	1.7	NA	3.7	5.9
2009-02-17	0.2	-1.9	7.4	2.7	-4.9	-0.5	-2.9	43	94	67.6	3.9	1020.2	315	1.2	NA	3.4	5.6
2009-02-18	1	0.9	6.8	3.3	-1.3	4.4	2.6	65	99	87.4	6.9	1017.5	125	1.2	NA	1.2	0.3
2009-02-19	17.8	3.8	7.2	5	3.1	7	4.9	99	99	99	7	1010	129	1.5	NA	0.5	0
2009-02-20	18	0.4	5.1	2.9	-0.9	2.7	1	71	99	95.6	6.7	1008	284	1.2	NA	1.7	1.6
2009-02-21	5.2	-0.1	7.1	2.4	-4.8	0	-2.7	47	94	74.8	3.2	1013	4	2.1	NA	2.9	3.7
2009-02-22	0	-0.6	8.5	3.2	-4.2	-1.5	-3	43	86	63.8	1.7	1011.8	305	1.9	NA	4	6.4
2009-02-23	0	-2.2	7	1.1	-2.5	2.5	0.2	68	99	86.1	6	1009.4	142	1	NA	1.7	2.3
2009-02-24	8.4	0.2	8.9	3.5	-1.3	3.2	0.6	48	99	85.9	4.2	1013.2	256	1.2	NA	3.4	5.1
2009-02-25	1.2	-0.5	5.8	2.3	-0.5	4.6	2.4	71	99	94	6.9	1013.9	126	1.4	NA	0.8	0
2009-02-26	22.6	2.3	6.2	4.2	1.9	5.2	3.4	88	99	97.5	6.6	1007.4	294	1.5	NA	1.6	0
2009-02-27	0.4	1.1	8.1	3.6	-3.1	2.3	-0.5	47	99	83.8	5.1	1007.8	327	2.1	NA	2.7	1.8
2009-02-28	0	-1	7.2	2.6	-5	0.5	-2.5	47	99	74.1	4.7	1011.1	317	2.3	NA	3.6	5.2
2009-03-01	0.2	-0.3	10	4.1	-7.5	-3.7	-5.2	31	80	52.9	0.7	1019.9	NA	NA	NA	4.7	7.9
2009-03-02	0	1.8	14.7	6.5	-4	6.7	0.8	30	83	57.9	5.9	1019.6	NA	NA	NA	3.8	4.8
2009-03-03	0	5.9	14.6	9.5	5.8	8.4	7	58	99	82.8	5.6	1018.1	NA	NA	NA	2.6	2.4
2009-03-04	0	4.3	17.7	9.7	4.4	8.8	6.2	41	99	82	2.5	1017.4	NA	NA	NA	4.4	7.3
2009-03-05	0	7.6	16.1	11.3	4.2	8.3	6.3	42	98	74.4	7	1010.7	NA	NA	NA	1.4	0
2009-03-06	0.4	11.5	16.7	14.5	1.4	9.9	6.6	35	82	59.8	6.7	1004.4	NA	NA	NA	1.4	0.2
2009-03-07	0	8.6	15.9	12.1	0.8	10.6	5.2	48	96	68.4	6.5	1001.5	NA	NA	NA	1.1	0
2009-03-08	0.8	3.3	11	7	2.7	7.4	5.1	71	99	86.1	6	1006.8	NA	NA	NA	2.3	1.4
2009-03-09	6.6	4	14.1	7.9	3	7.4	4.5	50	99	83.8	4	1012.1	NA	NA	NA	3.8	4.9
2009-03-10	0.8	3.4	10.2	7.2	1.7	9.5	6.6	73	99	95	6	1014.7	NA	NA	NA	1.1	0.2
2009-03-11	24	0.2	13.4	6.6	-4.5	2.4	-0.1	26	99	72	1.3	1017.7	NA	NA	NA	5.1	8.7
2009-03-12	0.2	-0.4	13	5.9	-0.4	7.6	3.7	45	99	77.7	5.2	1015.7	NA	NA	NA	3	2.3
2009-03-13	20.2	4.3	9	7	-1.8	7.1	4.4	78	99	94.6	6.4	1011.1	NA	NA	NA	1.5	0
2009-03-14	1	0.5	10.6	4.8	-2.7	2.9	0.3	52	92	72	2.5	1015.2	NA	NA	NA	3.7	4.9
2009-03-15	2.4	-0.1	9.5	4.2	-5.9	0.5	-2.8	32	96	71.8	1.6	1020.5	NA	NA	NA	5.1	8.2
2009-03-16	0.2	1.6	12.2	5.9	-6.9	-3.8	-5	25	64	47.5	0	1020.8	NA	NA	NA	5.2	8.4
2009-03-17	0	2.4	13.1	7.4	-4.7	1.1	-2.8	30	63	46	1.8	1019.9	NA	NA	NA	5.2	8.3
2009-03-18	0	4	10.9	7	0.4	5.5	2.6	49	86	68.2	5.6	1014.8	NA	NA	NA	2.8	2.6
2009-03-19	15.4	2.3	8.5	5.6	-6.3	5.7	-0.9	46	99	77.5	5	1014.8	NA	NA	NA	4	4.4
2009-03-20	0	-1.3	13.6	5.3	-10.3	-2	-5.4	14	90	50.7	0	1017.4	NA	NA	NA	5.5	8.3
2009-03-21	0	-1.1	14.3	6.3	-2.4	6.5	1.1	37	91	62	4.2	1015.8	NA	NA	NA	5.1	7
2009-03-22	32.4	5	11.5	7.2	4	7.1	5.4	67	99	89.4	7	1009.2	NA	NA	NA	1.5	0.4
2009-03-23	15.6	1.4	9.6	5.2	-0.5	4.7	2.5	68	99	89.2	5.6	1005.3	NA	NA	NA	4.1	3.7
2009-03-24	0.4	0.7	12.8	6	-1.9	4.7	0.5	40	85	67.5	1.3	1011	275	2	NA	5.6	8.1
2009-03-25	4.2	5.3	12.5	7.5	4.7	8.9	7.3	73	99	91.9	6.9	1011.8	NA	NA	NA	1.5	0.2
2009-03-26	13.6	4.2	13	8.6	3.9	8.1	5.8	56	99	88.1	6	1009.5	NA	NA	NA	3.5	3.2
2009-03-27	0.8	3.4	10.7	6.7	-4.3	5	0.4	39	99	77.8	3.2	1011.4	NA	NA	NA	5.7	7.9
2009-03-28	0	0.1	14.1	6.1	-9	-2.1	-5.2	20	70	47.5	0	1017.7	NA	NA	NA	6.1	8.5
2009-03-29	0	2.8	19.4	10.2	-2.7	3.1	-0.4	25	69	45.9	3.5	1021.1	NA	NA	NA	5.8	7.6
2009-03-30	0	9.7	21.8	15.4	1.1	5.9	3.8	27	68	45.7	5.5	1018.6	NA	NA	NA	3.7	2.1
2009-03-31	0	11.2	25.7	17.1	4	9.8	6.6	25	64	48.1	3.2	1014.6	NA	NA	NA	4.5	6.1
2009-04-01	0	11.2	23.9	17.7	7.5	11.4	10.4	41	91	61.9	3.5	1013.5	NA	NA	NA	5	5.9
2009-04-02	14.6	12.4	20	15.1	9.9	13.5	12	51	99	83	5.4	1013.7	NA	NA	NA	3.5	2
2009-04-03	0.2	10.8	21.9	15.1	8.9	12.1	10.7	51	99	79.6	4.4	1012.9	NA	NA	NA	5.4	7
2009-04-04	0	9	21.6	15.2	8.5	11.8	10.1	46	99	72	4.7	1013.5	NA	NA	NA	5.5	6.9
2009-04-05	4.6	9.9	13	11.5	8.9	11.7	10.7	82	99	93.9	6.7	1013.7	NA	NA	NA	0.9	0
2009-04-06	29.8	9.1	14.4	11.6	7.8	11.1	9.6	67	99	91.6	6.7	1012	NA	NA	NA	3.4	2.2
2009-04-07	14.2	7.6	9.7	8.8	6.2	9	8.2	92	99	98.3	7	1012.9	NA	NA	NA	0.8	0
2009-04-08	22.8	5.9	17.6	10.3	3.8	8.1	6.8	41	99	82.3	4.2	1013.9	NA	NA	NA	5.3	6.5
2009-04-09	0.2	8.8	19.5	12.1	4.1	10.5	7.3	38	97	73.3	4.4	1015.2	NA	NA	NA	3.9	4
2009-04-10	2.4	4.8	20.3	11.8	4.7	11.4	8	40	99	80.8	3	1015.6	NA	NA	NA	6.2	8.8
2009-04-11	0	5.8	21.3	12.8	5.1	9.9	7.3	31	99	76.7	3.7	1014.5	NA	NA	NA	5.5	6.9
2009-04-12	0.2	8.4	22.3	15	5.8	9.4	7.9	33	92	62.4	3	1012.5	NA	NA	NA	5.8	8.6
2009-04-13	0	7	21.4	14	2.2	8.7	5.3	27	99	67.3	1.8	1012.2	NA	NA	NA	5.6	7.2
2009-04-14	0	9.6	19.1	13.9	0.1	10.1	6.5	29	87	59.9	4.7	1007.2	NA	NA	NA	4.4	4.5
2009-04-15	12.2	8.5	15.3	11.2	7.3	9.5	8.5	61	99	84.1	6.7	1007.5	NA	NA	NA	3.7	2.6
2009-04-16	5.2	6	17.2	11.5	-0.8	6.9	2.7	30	99	65.6	0.7	1011.7	NA	NA	NA	6.8	10.7
2009-04-17	0	7.5	19.5	13.2	1.5	5.3	3.9	32	79	54.6	1.5	1014	NA	NA	NA	6.9	10.4
2009-04-18	0	9	22.5	14.9	-2.1	6.8	3.1	17	75	48.9	0	1016	NA	NA	NA	6.9	11
2009-04-19	0	10.2	22.5	16.2	0.3	7.3	4.2	23	77	47.5	3.7	1019.6	NA	NA	NA	5.4	6.5
2009-04-20	0	7.5	23.8	14.9	3.5	9.1	6.7	28	93	61	4.2	1019.4	NA	NA	NA	4.6	4.9
2009-04-21	0	7.5	24.2	15.4	-0.6	9.8	4.7	23	93	59.8	4.5	1013.6	NA	NA	NA	5.5	6.2
2009-04-22	0	10.9	19.5	15.8	-3.3	8.8	4.1	27	72	42.8	4.2	1008.8	NA	NA	NA	6.1	8.1
2009-04-23	0.6	9.2	16.6	11.9	5.7	10.7	7.7	49	99	78.2	5.5	1011.9	NA	NA	NA	4.4	4.1
2009-04-24	0.2	5.9	17.4	11.3	4.6	8.1	6.2	46	92	71.8	2.3	1015.1	NA	NA	NA	6.5	9.5
2009-04-25	0	5.9	19.6	12.2	3.4	8.1	6	29	96	71	2.3	1015.9	NA	NA	NA	7.1	10.3
2009-04-26	0	8.3	20.1	13.5	-0.4	7	3.4	27	81	58	0.8	1018.4	NA	NA	NA	7.1	10.4
2009-04-27	0	8.6	17.9	13	-4.1	4.7	1.4	21	73	47	2.3	1017.8	NA	NA	NA	6.8	9.6
2009-04-28	0	6.1	21.2	12.5	-3.1	6	2.5	20	82	53.5	2	1014.6	NA	NA	NA	6.6	7.8
2009-04-29	0	7.4	18.7	12.8	3.6	11.8	8.1	45	99	67.6	5	1010.7	NA	NA	NA	4.2	4.3
2009-04-30	6	7.7	19.7	13.2	5.4	10.5	7.3	39	97	75.2	3.8	1010.4	NA	NA	NA	6.5	10.1
2009-05-01	0.2	5.4	17.3	12	5.4	9.4	7.8	52	99	74.4	4.4	1010.8	152	1.7	NA	5.2	6.6
2009-05-02	0	8	19.1	13	3.7	9.3	7.2	35	98	72.4	4.6	1015.4	156	1.8	NA	6.1	7.7
2009-05-03	0	4.9	22.4	13.6	1.7	7.9	6.1	29	99	65.9	2.8	1015	144	1.3	NA	7.2	11.1
2009-05-04	0	11.2	19.7	13.5	7.3	12.2	9.9	46	99	75	6.8	1004	277	1.6	NA	1.8	0.4
2009-05-05	15.8	10.6	14.9	11.7	7	12.7	9.7	63	99	93	6.8	1005.3	297	1.6	NA	1.9	0.1
2009-05-06	3.8	7.4	19.4	13	6.6	10	8	51	95	74.1	2.6	1011.5	307	2.1	NA	6.8	8.2
2009-05-07	0.2	7.2	21.2	13.7	5.5	11.3	8.2	34	99	71	4.4	1015.9	234	1.2	NA	6.3	7.8
2009-05-08	4.4	7	20.2	13.2	7	12.4	9.8	45	99	80	4	1018.7	352	1.2	NA	4.1	5.7
2009-05-09	1.6	11.3	22.2	16.2	0.7	11	6	23	92	63.2	2.4	1018.1	309	2	NA	7.4	10.7
2009-05-10	0.2	12.9	24.1	17.9	-3.8	5.4	1.6	15	52	35.1	0	1016.7	18	1.9	NA	7.9	11.3
2009-05-11	0	8.1	24.7	17.5	-1.3	8.7	4.7	17	83	44	0.9	1015.8	125	1.4	NA	7.9	11.5
2009-05-12	0	8.1	25.2	17	2.9	9.4	7.5	23	95	58.5	1.6	1017.2	154	1.5	NA	7.5	11.2
2009-05-13	0	9	26.7	17.7	6.2	10.4	8.6	26	96	61	0.7	1017.6	148	1.4	NA	7.2	10.5
2009-05-14	0	10.5	28.8	19.3	5.3	10.7	8.6	24	91	55.4	2	1015.4	290	1.4	NA	7.5	10.6
2009-05-15	0	13.3	29.6	21.7	4.7	12.1	8.6	20	71	44	0.8	1014.3	133	1.7	NA	7.4	11.3
2009-05-16	0	12.4	28.2	20.7	-1.7	13.3	7.9	19	91	56.3	2.7	1015.2	141	1.5	NA	6.4	9.2
2009-05-17	0	10.7	29.9	20.2	-3.1	10	4.1	12	73	39.9	0.9	1014.2	144	1.4	NA	7.5	10.7
2009-05-18	0	12.6	29.8	21.8	1.1	7	4.6	17	67	34.2	1.8	1010.8	128	1.7	NA	6.5	8.5
2009-05-19	0	10.6	26.5	18.7	3.6	14.8	8.6	23	91	48.5	2	1008.8	144	1.7	NA	7.1	9.7
2009-05-20	1	13.1	24	16.6	10.5	14.7	13.1	43	99	82.6	5.2	1009.3	116	1.2	NA	4	4
2009-05-21	13	12.5	23.7	16	11.5	14.5	12.7	50	99	84.8	5.5	1008.9	295	1.7	NA	4.1	5.2
2009-05-22	7.6	11.5	25.7	15.4	11.6	15.9	13.3	46	99	86.8	6.5	1013.8	125	1.2	NA	3.8	1.4
2009-05-23	2	12.4	25	17.3	10.5	16.3	14.2	49	99	85.1	4.2	1014.6	336	1.4	NA	6.3	3.4
2009-05-24	0.2	14.9	27.7	20.8	4.8	11.1	8.5	27	99	54.6	2	1013.6	345	2	NA	7.4	3.9
2009-05-25	0	15.8	27.4	21.9	6.3	10.1	8.1	26	64	43.9	2.2	1011.1	328	2.2	NA	7.5	3.8
2009-05-26	0	15.1	25.7	20.7	1.4	8.3	4.2	19	61	39	0.2	1010.3	5	2.1	NA	8.1	4.2
2009-05-27	0	13.9	25.5	19.9	-1.6	3.4	0.7	16	46	30.3	0	1011.7	21	2.5	NA	8.3	4.4
2009-05-28	0	12.8	26.3	20.1	-2.1	5.5	2.3	16	52	30	0	1013.9	357	1.7	NA	8.2	4.3
2009-05-29	0	10	27.2	19.5	4.1	8.2	6.6	24	84	45.6	0.2	1015.7	146	1.6	NA	8	4.2
2009-05-30	0	10.6	28.4	19.7	3.7	8.7	7	20	85	50	2.4	1017.4	113	1.4	NA	7.5	3.9
2009-05-31	0	15.7	31	22.2	4.4	10.6	7.4	21	60	38	0.5	1015.6	304	2.1	NA	7.8	4.3
2009-06-01	0	17.8	32.4	24.6	8.5	13.6	11.4	38	58	44.1	0.7	1013.3	292	1.9	NA	7.7	4.1
2009-06-02	0	15.1	32.8	24.3	2.5	14.6	10.1	19	86	49.7	2.4	1010.4	134	1.5	NA	7.3	4.1
2009-06-03	0	15.5	27.3	21.7	4.5	14.8	9.1	27	75	46.6	3	1009.3	143	1.7	NA	5.9	2.2
2009-06-04	0.2	11.9	23.1	17.3	7.6	13.3	10.8	54	87	65.8	5.2	1012	161	1.7	NA	4.3	1.6
2009-06-05	0	9.6	26.3	18	8.6	13	10.5	35	94	62.7	2	1012.8	281	1.6	NA	7	3.9
2009-06-06	0	16.2	30	22.3	0.8	11.1	6.6	16	70	46.5	0	1011.4	341	2	NA	8.1	4.3
2009-06-07	0	18.8	32.1	24.9	1.5	8.6	5.4	15	49	31.2	1.7	1010.2	349	2	NA	8.1	4.3
2009-06-08	0	17	34.5	26.1	2.4	11.7	8	14	65	31.8	1.7	1009.1	126	1.6	NA	7.9	4.2
2009-06-09	0	15.4	34.7	24.2	6.6	15.2	12.5	21	78	48.5	2.6	1010.8	132	1.3	NA	5.6	3.5
2009-06-10	0	16.4	34.1	24.6	0.4	14.7	11	16	82	50.3	4.2	1010.6	349	1.3	NA	5.1	3.2
2009-06-11	0.6	20.7	34.8	26.7	1.8	12.9	9.8	13	56	38.6	1.8	1006.7	315	2.2	NA	7.9	4.1
2009-06-12	0	20.7	34	26.8	3.5	12.9	8.3	16	57	31.9	0.7	1005.1	315	2	NA	8.1	4.2
2009-06-13	0	21	32.7	26	6.7	12.6	10	22	54	40	2	1008	304	2	NA	6.6	3.3
2009-06-14	0	17.9	30.1	23.9	1.1	11	6.9	22	55	39.5	1.3	1010.8	349	2.2	NA	7	3.2
2009-06-15	0	19.2	31.5	24.7	1.9	5.9	3.6	17	37	26.8	0	1012.2	21	2.6	NA	8.2	4.3
2009-06-16	0	19	31.9	25.6	-0.8	12.8	3.5	15	34	23.8	2.7	1010.9	356	2	NA	8.3	4.4
2009-06-17	0	19.9	34	27.1	2.1	7.6	4.6	15	35	25	0	1009.9	349	1.9	NA	8.1	4.3
2009-06-18	0	22.1	32.7	27.8	7	9.9	7.8	21	41	28.3	0	1010.6	359	2.2	NA	7.8	4.2
2009-06-19	0	22.7	34.4	27.8	5	12.5	9.3	18	64	31	0.7	1011	115	2.2	NA	7.7	4.2
2009-06-20	0	19.4	33.8	26	6.9	11.8	10.1	21	55	41	0.5	1009.2	298	1.9	NA	7.8	4.2
2009-06-21	0	16	32.2	25.1	2.7	9.6	6.6	16	59	34.1	1.4	1009.3	287	1.8	NA	7	3.8
2009-06-22	0	14.7	32.7	24.1	8.3	14.3	10.8	24	69	42.6	1.4	1010.5	143	1.5	NA	6.9	3.9
2009-06-23	0	15.7	32	24.2	6.8	12.5	9.7	22	73	46.8	3.8	1010.5	144	1.7	NA	5.9	2.3
2009-06-24	0	16.3	29.8	24	7.5	16.3	10.9	26	70	43.6	2.8	1008.5	152	2.4	NA	6.9	3.5
2009-06-25	0	13.6	26.8	21	2.9	11.6	7.9	27	82	52.6	3.5	1008.7	147	1.8	NA	7.7	3.4
2009-06-26	0	11.6	26.5	19.4	6.3	12.4	9.6	32	71	48.8	3	1008.1	241	1.4	NA	5.8	3.3
2009-06-27	0	15.9	29.9	21.9	7.3	12.3	10.9	25	75	53.6	2.7	1008.2	301	2	NA	7.9	4.3
2009-06-28	0	14.8	30.6	22.9	6.6	11.7	10.2	25	75	47.4	3	1009	179	1.6	NA	6.7	3.2
2009-06-29	0	14.4	30.5	22.6	2.9	12.8	9.4	18	80	49.2	1	1010.9	149	1.5	NA	7.7	4.4
2009-06-30	0	13.5	31.8	23	0.2	10.4	7	16	79	43	0.6	1012.2	282	1.4	NA	8	4.3
2009-07-01	0	20	33.6	25.7	7.6	14	11.2	21	49	37.4	0.6	1011.2	286	1.8	NA	7.5	4.2
2009-07-02	0	19.4	33.5	25.3	11.8	15.7	14	26	69	51.5	1.4	1007.9	295	2.3	NA	7.3	4.2
2009-07-03	0	20.2	32.7	25.9	9.7	15	12.8	26	64	47	1	1003.7	295	2.4	NA	7.5	4
2009-07-04	0	19.3	32.3	25.2	7.8	15	13.1	23	70	48.3	2	1001.4	295	2.1	NA	7	4.2
2009-07-05	0	20.1	31.9	25.5	8.6	14.8	12.9	23	69	48.4	0.4	1002.4	295	2.2	NA	7.6	4.2
2009-07-06	0	20	32.3	24.7	12.1	17.4	14.8	25	74	55	3	1005.2	321	1.9	NA	5.5	3.4
2009-07-07	0.6	18.3	32.1	24.3	11	17.9	14.6	29	78	57.1	2.2	1007.7	358	1.3	NA	6.4	3.2
2009-07-08	0.8	20.4	34.4	26.3	11.5	14.8	13.8	25	74	49.5	1.6	1007.7	303	2	NA	7.6	4.2
2009-07-09	0	21.7	35.4	27.8	7	14.7	11.6	18	60	42.5	0.2	1006.9	304	2.3	NA	7.8	4.1
2009-07-10	0	22.4	35.3	28.5	3.5	13.3	10	12	49	33.5	0.6	1005.8	296	2.3	NA	8	4.2
2009-07-11	0	21.3	34.2	28.2	6.1	13	10.1	18	53	35.9	0.6	1005.3	305	1.9	NA	7.2	3.5
2009-07-12	0	14.7	31.9	24.2	4.4	14.8	10.3	16	65	40.2	2.2	1006.5	279	1.6	NA	6.9	3.8
2009-07-13	0	16.8	29.1	23.3	7.8	12.2	10.2	31	61	46.5	1.2	1007	306	2.5	NA	7.3	3.4
2009-07-14	0	18.3	29.5	24.1	3	9.6	7.4	22	56	38.6	0.2	1008.4	1	2.6	NA	8	4.3
2009-07-15	0	17.6	30.5	24	4.9	12.2	7.6	19	46	32.9	0	1009.4	356	2.8	NA	8	4.3
2009-07-16	0	21	31.1	25.6	10.8	12.6	12.1	31	59	43.5	2	1007.5	359	2.6	NA	7.1	4
2009-07-17	0	21.6	32.3	27	9.2	12.5	11.1	26	54	38.2	0.5	1005.5	347	2.2	NA	7.3	4.1
2009-07-18	0	23	35.1	28.8	4.6	10.9	7.9	15	46	30.5	0	1004.7	359	1.9	NA	7.5	4.1
2009-07-19	0	22.7	35	28.7	7.6	11.7	10.2	18	45	31.6	0	1005.9	305	2.3	NA	7.7	4.2
2009-07-20	0	23.7	38	29.7	7.7	13.8	11.6	15	47	33.5	0.7	1007.3	301	1.9	NA	7.1	4.1
2009-07-21	0	23.4	36.7	29.2	10.6	14.8	13.6	21	54	39.7	2	1007.5	305	1.9	NA	6.7	3.8
2009-07-22	0.4	22.9	36.8	28.6	9.5	15.4	12.6	20	55	41.7	2.2	1006.6	215	2.4	NA	5.8	3.6
2009-07-23	0	23.2	35.6	29.3	2.7	11	7.4	13	44	27.6	0	1006.4	358	2.8	NA	7.8	4.2
2009-07-24	0	22.2	37.2	29.6	4.1	10.6	6.9	13	43	26.3	0	1007	346	1.8	NA	5.3	7.3
2009-07-25	0	23.5	37.5	30.5	-0.4	8.9	5.4	10	38	23.5	0	1006.9	7	1.9	NA	7.6	11.6
2009-07-26	0	20.6	40	30.8	4.9	12.8	9.4	12	48	26.4	0	1005.3	256	1.5	NA	7.4	11.6
2009-07-27	0	23.3	36.5	29.2	10.4	16.2	13.7	17	55	38.7	1.2	1005	307	1.9	NA	7.3	11.6
2009-07-28	0	23.5	36.2	29	8.4	14	11.6	22	53	39.3	0.4	1005.9	306	2.2	NA	7.2	11.6
2009-07-29	0	22.3	35.8	28.7	7.7	14.4	11	22	48	32.1	0.8	1006.2	212	2.2	NA	7.1	11.7
2009-07-30	0	20.8	35.6	27.9	6.7	10.7	8.9	16	65	35	0.4	1005.3	305	1.8	NA	7.1	11.3
2009-07-31	0	21.3	34.9	27.7	-0.3	10.7	7.4	10	50	32.6	0.6	1005.3	320	2.2	NA	7.3	11.4
2009-08-01	0	22.1	34.2	27.4	5.5	9.5	7.6	16	41	29.3	0.2	1005.6	322	2	NA	7.4	11.5
